!CSV A.01.01
!Keysight Technologies,N5232B,MY57181148,A.12.85.08
!Date: Tuesday, September 05, 2023 18:14:29
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(MAG),S11(DEG),S12(MAG),S12(DEG),S21(MAG),S21(DEG),S22(MAG),S22(DEG)
11972620.938956,0.97584343,-17.546907,0.011639089,93.20298,0.011511002,92.197411,0.97378081,26.639538
11973718.864141,0.97589827,-17.532724,0.011537639,92.54306,0.011548291,92.190918,0.97361571,26.637297
11974816.789325,0.97614759,-17.558838,0.011599487,92.877388,0.011592013,92.148064,0.97411263,26.598223
11975914.71451,0.9757424,-17.568968,0.011636465,93.41629,0.011541151,91.514175,0.97405708,26.577349
11977012.639695,0.97575945,-17.553278,0.011621968,93.108093,0.011548042,92.289307,0.97387582,26.563091
11978110.56488,0.97563577,-17.549242,0.011370625,92.542442,0.011583434,91.807388,0.97389776,26.551451
11979208.490064,0.97578865,-17.590979,0.011483833,91.459473,0.011652267,91.793633,0.97364247,26.525318
11980306.415249,0.97584778,-17.590883,0.011635852,91.826675,0.011547241,91.711807,0.97377253,26.505344
11981404.340434,0.9758991,-17.607807,0.011801153,92.931511,0.011578526,92.12854,0.97376066,26.475235
11982502.265618,0.9761036,-17.620453,0.011635341,92.731606,0.011605115,91.778328,0.97406846,26.449369
11983600.190803,0.9755311,-17.601505,0.011479816,92.615799,0.011509907,91.545494,0.97384459,26.428274
11984698.115988,0.97565758,-17.602751,0.0114258,91.150932,0.011523621,91.903458,0.97367948,26.416994
11985796.041172,0.97538769,-17.623432,0.011302641,92.762161,0.011607059,91.398071,0.97391915,26.402622
11986893.966357,0.97551751,-17.671488,0.011417878,93.737175,0.011581405,91.162552,0.97383791,26.398066
11987991.891542,0.97543395,-17.664089,0.011555414,91.160667,0.011515738,91.263359,0.97382379,26.370127
11989089.816726,0.97519124,-17.674997,0.011522422,91.579185,0.011662102,90.95118,0.97377843,26.340586
11990187.741911,0.97509533,-17.677086,0.011341082,91.716141,0.011612653,90.705612,0.97371191,26.343801
11991285.667096,0.97536856,-17.69441,0.011381359,90.192375,0.011682038,91.089272,0.97365391,26.331034
11992383.59228,0.97561461,-17.708965,0.011565645,90.991287,0.011657581,91.28875,0.97361678,26.295034
11993481.517465,0.97527993,-17.729229,0.011642398,92.080978,0.01167368,91.124107,0.97356051,26.276287
11994579.44265,0.97551674,-17.717417,0.011516237,91.920021,0.011611491,91.096428,0.97373617,26.248817
11995677.367834,0.9750405,-17.736816,0.011798957,90.020424,0.011626534,91.230141,0.97372323,26.23192
11996775.293019,0.97498494,-17.741432,0.01158759,90.328819,0.011588184,90.809967,0.97354835,26.208372
11997873.218204,0.97485584,-17.757313,0.01152819,90.859726,0.011603758,90.624039,0.97358638,26.193394
11998971.143388,0.97465193,-17.774771,0.011502808,89.684128,0.011714665,90.789864,0.97374237,26.160551
12000069.068573,0.97483194,-17.791872,0.011468283,91.022552,0.01164212,90.489449,0.9733761,26.153585
12001166.993758,0.9750632,-17.81958,0.011504296,90.664787,0.011706984,90.99424,0.97350311,26.148195
12002264.918943,0.974572,-17.78229,0.011765484,91.967384,0.011666959,90.881027,0.97356755,26.108049
12003362.844127,0.97455966,-17.788919,0.011469927,91.592598,0.011631776,90.86232,0.97399503,26.101721
12004460.769312,0.97460842,-17.819986,0.011167799,90.436867,0.011638932,90.544914,0.97358483,26.085995
12005558.694497,0.97477889,-17.829441,0.011723887,91.474953,0.011672357,91.083046,0.97366369,26.048412
12006656.619681,0.97492552,-17.820084,0.011758563,91.253151,0.011709034,90.796303,0.97366011,26.012814
12007754.544866,0.97472906,-17.797077,0.011802117,90.724846,0.01164805,90.396736,0.97363013,25.999142
12008852.470051,0.97518402,-17.809248,0.011312987,91.068069,0.011625497,90.487663,0.9735738,26.004082
12009950.395235,0.97466892,-17.828234,0.011487968,89.500351,0.011642167,90.34375,0.97329485,26.000561
12011048.32042,0.9743371,-17.853434,0.011677532,91.377762,0.011732612,90.535728,0.97358233,25.954742
12012146.245605,0.97473317,-17.837311,0.011517917,90.948448,0.011676672,90.853294,0.97336769,25.95413
12013244.170789,0.97433943,-17.876688,0.011380705,91.17173,0.011650389,90.315117,0.97343862,25.925783
12014342.095974,0.97472161,-17.879984,0.01126208,90.875984,0.011665944,90.347267,0.97358608,25.908226
12015440.021159,0.97458792,-17.87145,0.01175676,90.563911,0.011709615,90.27549,0.97360593,25.879728
12016537.946343,0.97492993,-17.87331,0.011697212,90.526199,0.011656662,90.513199,0.9733966,25.869514
12017635.871528,0.9742415,-17.906307,0.011594713,90.461739,0.0116837,90.34095,0.97365713,25.83423
12018733.796713,0.97456414,-17.923988,0.011643514,90.025337,0.011707159,90.169159,0.97365296,25.80196
12019831.721897,0.97486591,-17.895374,0.011512822,89.795647,0.011665665,89.955452,0.97326648,25.793016
12020929.647082,0.97454363,-17.909172,0.011528986,89.727097,0.011643304,89.941833,0.97351563,25.771532
12022027.572267,0.97456843,-17.961428,0.011707892,89.414856,0.011781639,90.068459,0.97315377,25.751812
12023125.497452,0.97427189,-17.937267,0.011749544,91.619133,0.011673073,89.970718,0.97336245,25.729509
12024223.422636,0.97445387,-17.95454,0.011694483,90.472778,0.011715222,89.775444,0.97335339,25.711548
12025321.347821,0.97458375,-17.975075,0.011736092,89.237839,0.011751979,89.882515,0.97311485,25.68553
12026419.273006,0.97489619,-17.992289,0.011856427,91.228752,0.011732059,90.021698,0.97327584,25.643728
12027517.19819,0.97474408,-17.98881,0.011524034,90.313057,0.011699618,89.814217,0.97320807,25.641199
12028615.123375,0.97494775,-17.982838,0.011789643,89.962151,0.011724751,89.994606,0.97317874,25.627575
12029713.04856,0.97472072,-18.003347,0.011868453,90.724937,0.011663106,89.673141,0.97309572,25.579411
12030810.973744,0.97455257,-18.010872,0.011729515,89.610947,0.011712448,89.266068,0.97312403,25.554651
12031908.898929,0.97460973,-18.048237,0.011481131,89.396744,0.01179665,89.487267,0.97287875,25.537409
12033006.824114,0.9743439,-18.034351,0.011516474,90.369888,0.01172436,89.096359,0.97318864,25.503819
12034104.749298,0.9744764,-18.054285,0.011629924,90.077995,0.011792869,89.430107,0.97298747,25.483461
12035202.674483,0.97477907,-18.042118,0.011715104,89.344437,0.011707856,89.321136,0.97309047,25.460119
12036300.599668,0.97484535,-18.067402,0.011591381,89.391418,0.011761202,89.581207,0.97304165,25.452805
12037398.524852,0.97495323,-18.074268,0.011570964,89.522995,0.011808015,89.825783,0.97292751,25.448465
12038496.450037,0.97440606,-18.095284,0.011394419,89.88942,0.011796219,89.014557,0.97272849,25.436689
12039594.375222,0.9742794,-18.095116,0.011625371,89.880043,0.011809343,89.200417,0.97294825,25.413088
12040692.300406,0.97452968,-18.092342,0.011725294,91.018059,0.011759818,89.374603,0.97293502,25.378738
12041790.225591,0.97434205,-18.096485,0.011668889,89.260506,0.011771361,89.244301,0.97269398,25.358307
12042888.150776,0.97408742,-18.111439,0.011488818,89.435257,0.01171975,89.097008,0.97270823,25.355143
12043986.07596,0.97431761,-18.130949,0.011572556,90.131554,0.011877037,88.965477,0.97274327,25.347895
12045084.001145,0.9745608,-18.122917,0.011593342,89.480629,0.01174888,88.932831,0.9725942,25.302664
12046181.92633,0.97454137,-18.152119,0.011846588,89.935303,0.011764322,89.141861,0.97290599,25.28581
12047279.851515,0.97434443,-18.14282,0.011781742,90.310753,0.011750308,88.942085,0.97280782,25.285025
12048377.776699,0.97463918,-18.160479,0.01166002,89.305954,0.011804933,89.012138,0.97254455,25.254309
12049475.701884,0.97439957,-18.18845,0.01151457,88.768837,0.01183291,88.353706,0.97248513,25.239445
12050573.627069,0.97437733,-18.175064,0.011550627,88.636818,0.011825246,88.953629,0.97240555,25.20508
12051671.552253,0.9743076,-18.189152,0.011583302,89.737465,0.011807697,88.749641,0.9722507,25.195488
12052769.477438,0.97393566,-18.212128,0.011820666,88.281136,0.011802038,88.947929,0.97252077,25.159204
12053867.402623,0.97394228,-18.203766,0.011622927,88.570969,0.011813034,88.748184,0.97236425,25.143833
12054965.327807,0.97423142,-18.225708,0.011694502,88.578377,0.011815787,88.764069,0.97235692,25.110331
12056063.252992,0.97403777,-18.230261,0.011564046,88.003067,0.011839375,88.664093,0.97223842,25.109846
12057161.178177,0.97390836,-18.227413,0.011589591,88.676331,0.011820454,88.601097,0.97243726,25.065319
12058259.103361,0.9738881,-18.235176,0.011731754,88.76033,0.011809384,88.582657,0.97228599,25.05192
12059357.028546,0.97397017,-18.253637,0.011578434,88.792656,0.011833871,88.659111,0.972238,25.036972
12060454.953731,0.9738254,-18.279554,0.011665089,88.045456,0.011800008,88.358269,0.97236812,25.001204
12061552.878915,0.97352469,-18.263832,0.011561021,87.212532,0.011839067,88.198914,0.97209519,24.988678
12062650.8041,0.97367352,-18.27951,0.011682218,89.314575,0.011834756,88.308937,0.97211188,24.942287
12063748.729285,0.97372091,-18.280388,0.011690962,89.221474,0.011782161,88.272293,0.97209692,24.93326
12064846.654469,0.97355604,-18.29056,0.011978366,88.456459,0.011788988,88.502541,0.9721368,24.910152
12065944.579654,0.97336715,-18.308031,0.011723666,89.143623,0.011881222,88.146797,0.97191888,24.898153
12067042.504839,0.97320396,-18.321068,0.011877278,88.860268,0.0119049,87.957726,0.97196651,24.863991
12068140.430024,0.97335708,-18.323317,0.011585748,87.995003,0.011852027,88.409218,0.97170466,24.84376
12069238.355208,0.97322983,-18.345503,0.011654275,88.397003,0.011850952,88.318535,0.97182405,24.817102
12070336.280393,0.97338772,-18.346024,0.011946317,88.538307,0.011842004,88.089836,0.97196162,24.808153
12071434.205578,0.97321755,-18.367102,0.011718894,88.306587,0.011935741,88.09687,0.97173083,24.761347
12072532.130762,0.97328955,-18.369452,0.011781517,88.586594,0.011862791,88.221054,0.97190261,24.758806
12073630.055947,0.97326058,-18.38928,0.011879354,88.150482,0.011872256,87.901756,0.97166562,24.734953
12074727.981132,0.97316605,-18.399429,0.011698795,88.472816,0.011893372,87.786156,0.9719615,24.698322
12075825.906316,0.9728604,-18.386217,0.011626978,89.217323,0.011904978,87.776985,0.97162342,24.677404
12076923.831501,0.97271925,-18.425287,0.012037142,88.997894,0.011854519,87.604355,0.97147918,24.652151
12078021.756686,0.97262496,-18.433628,0.011921752,88.273613,0.011915723,87.861046,0.97184682,24.632483
