!CSV A.01.01
!Keysight Technologies,N5232B,MY57181148,A.12.85.08
!Date: Tuesday, September 05, 2023 17:55:33
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(MAG),S11(DEG),S12(MAG),S12(DEG),S21(MAG),S21(DEG),S22(MAG),S22(DEG)
996032.01067022,0.99968851,-0.65485471,5.652762e-006,3.7126522,1.9209858e-005,72.260078,0.99199766,-0.70570517
1012604.2014005,0.99955678,-0.68143415,1.2871451e-005,17.483149,2.4587298e-005,99.943344,0.99208444,-0.71394366
1029176.3921307,0.99983877,-0.68416631,1.786583e-005,98.743111,1.1549903e-005,87.559441,0.99198538,-0.72280496
1045748.582861,0.99973118,-0.69561857,1.1657235e-005,88.132874,2.3845196e-005,41.327038,0.99204403,-0.73684132
1062320.7735912,0.99971354,-0.70120311,2.3401682e-005,39.635578,3.4658064e-005,159.86845,0.99196285,-0.75108761
1078892.9643214,0.9998973,-0.71624655,9.1011561e-006,-44.604153,1.6992048e-005,-12.827334,0.9919852,-0.76212925
1095465.1550517,0.99986273,-0.73641646,7.532667e-006,-41.292488,6.5450417e-006,80.952316,0.99182844,-0.78616709
1112037.3457819,0.99980688,-0.74105757,1.3291204e-005,-53.582752,7.8575058e-006,-75.071404,0.99209803,-0.78426814
1128609.5365122,0.9998374,-0.7567811,1.4931319e-005,-123.70447,2.444221e-005,-46.329285,0.99192768,-0.80441207
1145181.7272424,0.99995327,-0.76350176,2.4783487e-005,-7.1058049,1.1769765e-005,104.64335,0.99171144,-0.81776768
1161753.9179727,0.99981004,-0.77020854,6.0424818e-006,-9.7300329,1.3996901e-005,93.097771,0.99180561,-0.82724339
1178326.1087029,0.99993324,-0.78294414,1.1962466e-005,-145.44708,2.8459894e-005,-98.423637,0.99174875,-0.83142984
1194898.2994331,0.99971509,-0.79041278,3.4316123e-005,-121.16068,1.3928774e-005,50.647339,0.99192232,-0.84785509
1211470.4901634,0.99970114,-0.81060708,1.9055695e-005,-27.015097,2.0580374e-005,-174.89687,0.9917227,-0.85581911
1228042.6808936,0.99963564,-0.81092095,2.1504928e-005,25.039608,1.5063441e-005,124.83667,0.99194127,-0.86455578
1244614.8716239,1.0000442,-0.82460898,1.1643444e-005,-33.28595,8.8210109e-006,0.74637687,0.99179727,-0.87842751
1261187.0623541,0.99983025,-0.84103912,1.7132077e-005,-142.15163,1.919298e-006,112.97572,0.99184656,-0.91197383
1277759.2530844,0.9999885,-0.84705669,4.054868e-006,-51.058189,1.7924347e-005,69.133934,0.99178398,-0.9061197
1294331.4438146,0.99982756,-0.86113709,1.1784563e-005,-115.39127,1.0699911e-005,-87.533501,0.99179929,-0.92895955
1310903.6345448,0.99995393,-0.8849811,1.1161061e-005,78.11145,1.3341954e-005,96.740257,0.99176043,-0.93557113
1327475.8252751,0.99967879,-0.89206523,4.0416653e-005,103.75861,2.9408782e-005,66.009361,0.99176282,-0.94728833
1344048.0160053,0.99983293,-0.89724791,1.5519679e-005,5.3728151,1.2747034e-005,53.211391,0.99153334,-0.95619971
1360620.2067356,0.99980921,-0.89924532,3.0056573e-005,161.82428,2.5438487e-005,11.39852,0.99176478,-0.96895486
1377192.3974658,0.99978071,-0.91699207,7.5800626e-006,-66.219368,1.6390375e-005,-158.63884,0.99149251,-0.98121142
1393764.5881961,0.99992198,-0.93444991,1.6620321e-005,-54.740837,1.2645292e-005,107.85814,0.99157387,-1.0017537
1410336.7789263,0.99992442,-0.93529546,2.525582e-005,-55.87112,3.2947977e-005,71.689034,0.99167341,-0.99245381
1426908.9696566,0.99986255,-0.95167911,2.4360734e-005,-100.86081,9.5440319e-006,-56.414177,0.99155575,-1.0214318
1443481.1603868,0.99972141,-0.94800484,4.7839126e-006,83.030678,3.4068969e-005,16.90523,0.99186265,-1.0314479
1460053.351117,0.99983072,-0.98438692,4.0916998e-006,-79.184402,2.2625443e-005,-4.2421246,0.99175394,-1.040449
1476625.5418473,0.99985218,-0.99040735,1.9333487e-005,54.105793,3.523763e-005,-164.66753,0.99164432,-1.0536144
1493197.7325775,0.99971449,-0.9925853,1.9155803e-005,68.293877,1.9237357e-005,158.54025,0.99175555,-1.0648931
1509769.9233078,0.99986523,-1.0061363,4.3924509e-005,55.606388,3.4330009e-005,68.49398,0.99174458,-1.0845885
1526342.114038,0.99984956,-1.0220851,2.174644e-005,33.520561,1.3235764e-005,90.056419,0.99179441,-1.0949436
1542914.3047683,0.99985725,-1.0271991,3.0930267e-005,133.17885,1.2727623e-005,-107.56924,0.99163443,-1.1175611
1559486.4954985,0.99983728,-1.0415702,1.5610753e-005,58.029034,1.3972344e-005,-143.90321,0.99142408,-1.1095772
1576058.6862287,0.9997052,-1.0597843,2.8120823e-005,-13.236335,2.692321e-005,-128.92743,0.99181175,-1.1248405
1592630.876959,0.9998349,-1.0508043,2.1552512e-005,55.989735,2.0010601e-005,115.67944,0.99148482,-1.1382751
1609203.0676892,0.99956816,-1.0717466,2.5688942e-005,41.323799,3.3020744e-005,104.52641,0.99169034,-1.1546533
1625775.2584195,0.99985582,-1.0818188,1.2897618e-005,87.000328,1.7994102e-005,-177.02289,0.99175543,-1.1592152
1642347.4491497,0.99977744,-1.0761607,2.9109329e-005,117.42625,2.6809712e-005,105.69366,0.99169517,-1.1784211
1658919.63988,0.99985689,-1.1073923,2.1276192e-005,-53.146759,2.6666485e-005,96.646294,0.9916153,-1.1997465
1675491.8306102,0.99980104,-1.1228534,3.1089843e-005,-83.385399,3.1823292e-005,22.076408,0.99165368,-1.2029351
1692064.0213404,0.99974155,-1.1271729,2.9638932e-005,143.21758,1.1190663e-005,99.979584,0.99144983,-1.2044129
1708636.2120707,0.99976122,-1.1371933,1.6988337e-005,-86.740852,3.2865668e-005,75.514709,0.99174392,-1.2127211
1725208.4028009,0.99967551,-1.1344813,1.8088171e-005,-11.120677,3.3500477e-005,-63.311443,0.99166119,-1.2183924
1741780.5935312,0.99998444,-1.1550652,6.0176717e-006,-126.91087,1.9378082e-005,-20.285751,0.99158102,-1.2470908
1758352.7842614,0.99990398,-1.1698004,2.3255745e-005,48.004993,2.5976347e-005,88.428436,0.99162549,-1.2710139
1774924.9749917,0.99975753,-1.1760075,2.2109372e-005,5.8714776,2.4439689e-006,139.60971,0.99172932,-1.2797881
1791497.1657219,0.99998587,-1.1879541,2.8340113e-005,-8.4768152,1.3235688e-005,142.12267,0.99161291,-1.2736979
1808069.3564522,0.99991137,-1.2054677,1.4072074e-005,-100.99534,1.9004568e-005,131.54831,0.9915334,-1.2990092
1824641.5471824,0.99985361,-1.2111076,1.1237057e-005,-168.95299,2.4528104e-005,-37.104404,0.99172956,-1.2978054
1841213.7379126,0.99966913,-1.2223964,1.2321756e-005,113.89986,1.8926205e-005,7.846437,0.99157763,-1.3284911
1857785.9286429,0.99973339,-1.2504485,3.9624192e-005,86.784065,3.3924858e-005,-121.04578,0.99156582,-1.3258238
1874358.1193731,0.99986947,-1.2527318,1.3486161e-005,53.331272,1.5854412e-005,-79.877144,0.99182385,-1.3486229
1890930.3101034,0.99967694,-1.2594478,2.1171933e-005,-112.92188,3.3255496e-005,-90.587212,0.99162477,-1.3620968
1907502.5008336,0.99981964,-1.2703497,2.2647901e-005,-36.196259,2.618269e-005,-125.44585,0.9916327,-1.3653651
1924074.6915639,0.99994051,-1.2968001,1.611004e-005,-92.97702,2.998978e-005,-33.233231,0.99177361,-1.3724818
1940646.8822941,0.99976081,-1.2952631,2.0811787e-005,-148.85132,1.1273704e-005,137.10095,0.99149328,-1.4127554
1957219.0730243,0.99994874,-1.3111614,1.9731922e-006,-156.10358,3.3687887e-005,15.349228,0.99168664,-1.4184887
1973791.2637546,0.99981087,-1.3075448,1.3976378e-005,57.316666,1.3747789e-005,-64.483917,0.99169821,-1.4207942
1990363.4544848,0.99985498,-1.3226337,6.2369468e-006,142.35493,1.3621591e-005,-155.18309,0.99180239,-1.4306884
2006935.6452151,0.99982017,-1.3456632,9.6860167e-006,10.186631,1.1483149e-005,-22.128334,0.99163687,-1.4486769
2023507.8359453,0.99990761,-1.3459579,1.572753e-005,47.998177,1.3025428e-005,-33.210022,0.99165887,-1.4636911
2040080.0266756,0.99996471,-1.3580455,6.3413549e-006,-23.738077,1.2875536e-005,-179.92564,0.99192286,-1.4749755
2056652.2174058,0.9997173,-1.3591609,1.0771644e-005,-145.75864,1.1322665e-005,83.487511,0.99161726,-1.4845961
2073224.408136,0.99997121,-1.3844527,9.7607372e-006,-64.737747,1.1577954e-005,61.094246,0.99184084,-1.490832
2089796.5988663,1.0000514,-1.3996842,3.1391552e-005,-51.106529,1.596589e-005,-137.98584,0.99184477,-1.5029795
2106368.7895965,0.99997681,-1.3984811,1.0277467e-005,-127.22628,2.5842937e-006,152.4726,0.9916836,-1.5184717
2122940.9803268,0.99972618,-1.4331415,1.5967553e-005,-107.68645,9.4138422e-006,5.3365932,0.99139434,-1.5374678
2139513.171057,0.99992692,-1.4264779,3.163264e-005,103.70536,1.119532e-005,152.75157,0.99144512,-1.5486668
2156085.3617873,0.99983537,-1.4313028,1.6359838e-005,17.433887,6.6322264e-006,127.54746,0.99162269,-1.5576466
2172657.5525175,1.0000312,-1.4508028,2.6366051e-005,111.32213,1.6426175e-005,45.682487,0.99148738,-1.5808858
2189229.7432477,0.99982101,-1.4674672,3.418421e-005,68.972733,1.9649166e-005,115.36543,0.99171281,-1.5790676
2205801.933978,0.99976581,-1.4667472,3.0712719e-005,123.81412,7.7150698e-006,-152.28694,0.99147981,-1.6117541
2222374.1247082,0.99994409,-1.4765739,1.5421303e-005,100.29446,6.6825537e-006,-109.53451,0.99172169,-1.6122788
2238946.3154385,0.99980348,-1.4808679,1.2084286e-005,42.855808,1.4974888e-005,17.10375,0.99175179,-1.616272
2255518.5061687,0.99980748,-1.5180676,1.4606292e-005,-77.190575,2.1224485e-005,118.748,0.99158818,-1.6278843
2272090.696899,0.99978685,-1.5183955,1.2801621e-005,-123.32446,1.2574096e-005,21.437258,0.99163765,-1.6580722
2288662.8876292,0.99993694,-1.5258423,2.9964613e-005,60.14156,2.3197399e-005,-79.132614,0.99165493,-1.6546279
2305235.0783595,0.99981147,-1.5336293,9.2392538e-006,29.314001,3.4131372e-005,3.1363728,0.99159873,-1.6724449
2321807.2690897,0.99991345,-1.5523472,1.9348627e-005,-135.57579,9.1967895e-006,53.491173,0.99156457,-1.6846354
2338379.4598199,1.0000062,-1.5561665,4.2636511e-005,-119.01896,4.8086793e-005,-114.1095,0.99141216,-1.691835
2354951.6505502,0.99979508,-1.5632378,2.3172612e-005,111.74764,3.0422274e-005,62.270958,0.99160773,-1.7035223
2371523.8412804,0.99987721,-1.5755728,1.7035736e-005,107.48372,1.0588978e-005,127.90641,0.99151212,-1.7214109
2388096.0320107,0.99994946,-1.5806437,2.9923072e-005,51.617882,4.9534799e-005,52.07864,0.99149895,-1.727723
2404668.2227409,1.0002476,-1.6024441,1.4008516e-005,-152.11435,1.3965035e-005,13.708374,0.99153823,-1.7460918
2421240.4134712,1.0000026,-1.6196121,2.9370647e-005,-93.20092,8.5518204e-006,143.07115,0.99150586,-1.7580484
2437812.6042014,1.0000379,-1.6264217,1.0715079e-005,62.775654,2.1442651e-005,87.325943,0.9917224,-1.7646143
2454384.7949316,1.0000533,-1.6252999,3.6867805e-005,-139.75623,3.1460411e-005,119.47105,0.99160558,-1.7830011
2470956.9856619,1.000092,-1.6541418,1.0604795e-005,81.80542,8.2235429e-006,114.16155,0.99154758,-1.7960533
2487529.1763921,1.0000142,-1.6587316,3.4095017e-005,-92.03891,1.5267975e-005,-146.66925,0.99170822,-1.8141074
2504101.3671224,0.9998337,-1.6656594,6.1991545e-006,153.23988,1.1482532e-005,-156.06143,0.99180293,-1.8247834
2520673.5578526,0.99998498,-1.6857103,1.5286334e-005,59.886395,2.8114764e-005,-179.51007,0.99168009,-1.838769
2537245.7485829,1.0001342,-1.6936836,6.1133005e-006,154.85429,1.4424912e-005,-83.548477,0.99166489,-1.8544238
2553817.9393131,0.9998073,-1.7083808,3.1348267e-005,111.57207,4.2113566e-005,114.831,0.99163699,-1.8640069
2570390.1300433,1.0002339,-1.709474,2.9751607e-005,-1.9776975,4.3740074e-006,-32.300735,0.99167275,-1.8740025
2586962.3207736,1.0001506,-1.7350919,1.7052576e-005,73.055687,2.6950795e-005,66.109169,0.99172008,-1.8788576
2603534.5115038,0.99995577,-1.7461772,4.5510456e-005,-153.45334,2.9909075e-005,173.39577,0.99154758,-1.8845575
2620106.7022341,1.0000433,-1.7661639,2.0355197e-005,-70.807449,1.4444919e-005,-73.20369,0.99181598,-1.9042439
2636678.8929643,0.99990898,-1.7798076,1.3288589e-005,76.022079,3.8123017e-005,169.63989,0.99175745,-1.9221895
2653251.0836946,1.0001241,-1.7854967,4.555452e-005,46.466549,2.2922052e-006,-150.8358,0.99164814,-1.9263362
2669823.2744248,1.00047,-1.8184881,1.8452811e-005,43.455551,4.7565813e-006,119.34519,0.99174726,-1.9027281
2686395.4651551,1.0001103,-1.8082676,2.4628669e-005,146.36115,1.1324268e-005,-134.80173,0.99203479,-1.961444
2702967.6558853,1.0000352,-1.8222778,3.7781931e-005,116.98898,1.6139069e-005,-130.38034,0.99177736,-1.9685872
2719539.8466155,1.0000857,-1.8248298,2.2011374e-005,178.34956,1.1786068e-005,-69.894196,0.99186164,-1.9933739
2736112.0373458,0.99995214,-1.8312594,1.328303e-005,-18.894878,1.9288596e-005,56.396351,0.99184251,-1.9945225
2752684.228076,1.0001049,-1.8449513,3.7337169e-005,179.82065,2.3971208e-005,-86.725594,0.99158126,-1.9983786
2769256.4188063,1.0001355,-1.8748552,1.307258e-005,-153.50677,2.0219612e-005,-178.30568,0.99171478,-2.0312049
2785828.6095365,1.0000813,-1.8786559,2.5166968e-005,4.2423286,2.3106024e-005,-60.133999,0.99195772,-2.0430532
2802400.8002668,1.0002152,-1.8750001,5.139942e-005,13.057242,6.4498468e-006,24.994965,0.99141341,-2.0462947
2818972.990997,0.99989921,-1.8815604,1.7993261e-005,74.440544,2.0905854e-005,44.410831,0.99181378,-2.0721202
2835545.1817272,0.99991125,-1.9113098,2.9500525e-005,44.098259,1.5833908e-005,-156.83821,0.99185389,-2.0844784
2852117.3724575,0.99999869,-1.924365,1.7474053e-005,153.79962,1.28625e-005,-99.650093,0.99164796,-2.093282
2868689.5631877,1.0001385,-1.9303075,1.5145826e-005,-105.56361,1.4068552e-005,-39.744545,0.99178904,-2.1061382
2885261.753918,0.99992269,-1.9388683,1.267702e-005,-38.384426,3.3294978e-005,-84.949417,0.99164927,-2.0984433
2901833.9446482,0.999753,-1.9656614,2.0944155e-005,-32.708725,1.8427923e-005,99.499435,0.99186277,-2.1244416
2918406.1353785,0.99993187,-1.9677116,1.371957e-005,6.3792315,1.5652355e-005,60.113506,0.99177474,-2.132067
2934978.3261087,1.0001235,-1.9790817,1.426416e-005,45.943108,4.692693e-006,-46.195019,0.99163687,-2.1420679
2951550.5168389,0.99997485,-1.9889027,1.5934589e-005,-120.40141,2.2283219e-005,-85.784447,0.9917804,-2.1549227
2968122.7075692,1.0000497,-2.0100377,1.3976031e-005,-133.43964,1.0630079e-005,-98.183182,0.99188542,-2.1806314
2984694.8982994,1.000173,-2.0171678,1.9183306e-005,134.44739,1.482032e-005,-107.51402,0.99184841,-2.1809993
3001267.0890297,1.0000545,-2.0147541,1.5800928e-005,-43.850529,6.1425603e-006,4.8616414,0.99170411,-2.2049491
3017839.2797599,1.0001769,-2.0456753,8.3679734e-006,61.515812,3.6015638e-006,-30.571316,0.99178034,-2.2131662
3034411.4704902,0.9999975,-2.0458467,2.2606224e-005,-127.8876,5.2836194e-006,52.678139,0.99194694,-2.2322514
3050983.6612204,1.0001323,-2.0781586,2.9312807e-005,-79.844986,9.5097585e-006,-106.2812,0.99192983,-2.2346723
3067555.8519507,1.0000323,-2.0810575,2.0070076e-005,-89.418037,2.2527143e-005,-79.827438,0.99177796,-2.2504418
3084128.0426809,1.0002146,-2.084332,1.4361124e-005,4.5274439,1.7563449e-005,18.371378,0.99184257,-2.2657146
3100700.2334111,1.0001458,-2.0906315,2.3540339e-005,103.4764,3.6540732e-005,-171.14076,0.99171889,-2.2799408
3117272.4241414,1.0002408,-2.1157451,1.6297403e-005,-47.047588,1.2681045e-005,169.11406,0.99200571,-2.2959228
3133844.6148716,1.0002044,-2.1230636,1.7954246e-005,28.604601,3.0558022e-005,114.64906,0.99190801,-2.3156128
3150416.8056019,1.0002586,-2.1393301,9.3003518e-006,-129.02229,4.7630651e-006,-154.27229,0.99168754,-2.3074317
3166988.9963321,1.0001725,-2.1405444,1.0441499e-005,114.73138,1.6040498e-005,-7.7551265,0.99185538,-2.331507
3183561.1870624,1.0003628,-2.1605208,8.4903904e-006,139.2023,3.1506563e-005,-5.6629229,0.99187577,-2.345618
3200133.3777926,1.0003214,-2.1685903,6.313282e-006,-110.6133,2.4187992e-005,-167.99655,0.99182785,-2.3541019
3216705.5685228,1.0002164,-2.1943474,2.2837199e-005,91.439667,1.408024e-005,153.24622,0.99196213,-2.3587067
3233277.7592531,1.0002922,-2.1976781,1.1707617e-005,-62.555088,1.1726503e-005,-19.991758,0.99177581,-2.3883996
3249849.9499833,1.000216,-2.2159598,2.7709591e-005,63.224903,1.2382577e-005,138.74069,0.9918592,-2.383338
3266422.1407136,1.0002556,-2.233386,2.9020423e-005,-17.207451,2.4510962e-005,-131.24605,0.99166954,-2.40781
3282994.3314438,1.0002472,-2.231555,2.0868554e-005,-155.733,1.0404257e-005,-26.778059,0.99184322,-2.4083998
3299566.5221741,1.0001346,-2.2453113,2.2977731e-005,111.56163,1.827692e-005,57.42453,0.99204147,-2.43121
3316138.7129043,1.0001178,-2.2603335,1.960072e-005,127.17945,3.3972719e-005,129.16435,0.99183553,-2.4323704
3332710.9036345,1.0003388,-2.2760971,1.2936822e-005,-10.976083,3.0220002e-005,-119.5434,0.99175864,-2.4568794
3349283.0943648,1.0002667,-2.2798853,1.4356821e-005,60.212585,1.989707e-005,59.269829,0.99179316,-2.4756484
3365855.285095,1.0002041,-2.2997675,3.4057957e-005,22.045294,1.612332e-005,-2.1469049,0.99183148,-2.4922504
3382427.4758253,1.0000869,-2.3022828,2.6767528e-005,-177.36337,3.9548184e-005,-66.083252,0.9916963,-2.4739523
3398999.6665555,1.0001342,-2.337642,7.0292681e-006,27.859314,1.9604478e-005,37.508831,0.99167681,-2.4975228
3415571.8572858,1.0002747,-2.3350856,1.8425219e-005,128.33136,3.9780189e-006,49.729565,0.99195349,-2.519227
3432144.048016,1.0002842,-2.3377438,2.1163956e-005,77.329842,1.5029535e-005,-110.73571,0.99174553,-2.5253661
3448716.2387462,1.0005097,-2.3485975,1.4287668e-006,46.098137,9.345611e-006,-26.576773,0.99171388,-2.5435493
3465288.4294765,1.0003114,-2.370609,3.0692172e-005,-47.00758,4.1615764e-005,-109.131,0.99164188,-2.5538592
3481860.6202067,1.0001681,-2.3768191,9.0141775e-006,-113.03175,8.8145016e-006,-169.95422,0.99183285,-2.5590265
3498432.810937,1.0003139,-2.3919089,3.3821965e-005,-117.95954,1.8936655e-005,179.59581,0.99189943,-2.5922842
3515005.0016672,1.0000957,-2.4091983,1.8317718e-005,-167.05222,4.5347115e-005,-16.886648,0.99181211,-2.593776
3531577.1923975,1.0001013,-2.4284205,6.1902647e-005,28.646399,1.0117871e-005,-132.46251,0.9916932,-2.6043298
3548149.3831277,1.0002432,-2.4383585,3.78234e-005,75.409119,1.9767045e-005,-4.8131771,0.99164534,-2.6108439
3564721.573858,1.0003372,-2.4496787,1.0727089e-005,-135.44405,5.8842743e-006,152.41989,0.99177146,-2.6393747
3581293.7645882,1.0003548,-2.4633405,9.2882137e-006,-115.64639,3.0860665e-005,21.294266,0.99172676,-2.6428103
3597865.9553184,1.0004499,-2.4711142,4.4813414e-006,73.208466,1.9555817e-005,-30.582315,0.9917624,-2.6516123
3614438.1460487,1.0003585,-2.4828234,2.400298e-005,-30.572678,2.4001265e-005,-0.89193606,0.99142337,-2.6655872
3631010.3367789,1.0003066,-2.486681,2.5905492e-005,86.772934,8.5992142e-006,-175.35524,0.99166828,-2.6968617
3647582.5275092,1.0003216,-2.4936306,2.1532207e-005,158.71451,1.8956376e-005,-9.2167511,0.99144375,-2.7011945
3664154.7182394,1.0000418,-2.5238247,1.5047459e-005,-41.467949,4.5312969e-005,124.0086,0.99180281,-2.7151127
3680726.9089697,1.0002582,-2.5345032,1.5663316e-005,105.16175,1.1096438e-005,116.93686,0.99192917,-2.7179117
3697299.0996999,1.000232,-2.5435915,2.6137039e-005,-174.88139,1.022433e-005,83.333237,0.99166834,-2.7458642
3713871.2904301,1.0002612,-2.5418439,3.2379405e-005,137.39206,3.2462729e-005,160.5141,0.99180305,-2.7502122
3730443.4811604,1.0002879,-2.5687659,1.8456534e-005,-85.206787,1.8958322e-005,-158.56578,0.99163187,-2.7627897
3747015.6718906,1.0006115,-2.5827346,2.4042061e-005,159.86649,2.9764708e-005,106.31774,0.99169075,-2.7727695
3763587.8626209,1.0003043,-2.5915356,2.4661851e-005,132.28333,1.6640555e-005,-167.45403,0.99155742,-2.7865093
3780160.0533511,1.0002404,-2.607064,2.2340031e-005,141.22769,2.470341e-005,4.0144582,0.99161524,-2.8064473
3796732.2440814,1.0002439,-2.6115286,4.0316601e-005,70.978455,8.7628187e-006,101.02615,0.99177837,-2.8160567
3813304.4348116,1.0001562,-2.6221366,1.0342799e-005,-8.3704672,3.6026569e-005,-109.66966,0.99148232,-2.8298783
3829876.6255418,1.0002457,-2.6371458,3.1660606e-005,-105.92258,3.6327208e-005,90.372566,0.99158496,-2.8396971
3846448.8162721,1.0003126,-2.6543925,2.9381987e-005,-47.819359,1.7055761e-005,88.862541,0.99155986,-2.8553026
3863021.0070023,1.0004469,-2.6729221,1.0486727e-005,-171.0208,9.017961e-006,143.02354,0.99147135,-2.8699839
3879593.1977326,1.0002828,-2.6828804,3.094551e-005,112.76959,3.1347328e-005,35.620754,0.99165779,-2.887394
3896165.3884628,1.0001913,-2.6988184,2.2465581e-005,-152.67154,2.1776641e-005,-150.63278,0.99180663,-2.8853295
3912737.5791931,1.0000107,-2.7269578,9.3188246e-006,29.514071,5.7137272e-006,109.218,0.99162692,-2.9091117
